survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
1,4,7,20,2,1965,1,1,1,6,4.0,1982.0,30000,4,1,45.0,2,165,160,4,5,5,2,2.0,3,3,3,3,5,1,3,3,2,3,3,3,3,3,2,4,4,1,2,4,1,4.0,4.0,4,2,6,6,6,6,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,3,3,1,1,2,1,0,0.0,3,1988.0,1964.0,1988.0,6.0,1.0,2.0,20000.0,1.0,3.0,1.0,1914,3,1,-8,1933,3,1,2,2,2,3,2,1000000.0,3,4,2,2,4,4,3,3,3,2,2,3,1,3,90,90.0,60,70,30.0,30,80,80,100,4,2015,4,16,10,4,50
1,4,7,20,1,1950,1,1,1,4,4.0,1967.0,74400,4,1,52.6,2,170,170,5,5,5,2,1.0,1,2,5,5,1,1,1,5,1,4,5,4,4,1,1,5,5,4,3,5,5,2.0,2.0,3,2,4,3,5,5,1,5.0,-1.0,1.0,3.0,1,1,2,2,200000.0,5,3,1,1,2,1,0,0.0,3,1979.0,1955.0,1979.0,1.0,1.0,2.0,36000.0,5.0,-1.0,-1.0,-2,4,4,4,1927,2,1,15,3,1,3,2,150000.0,4,3,2,2,5,4,3,4,2,2,3,3,1,4,70,50.0,30,0,60.0,80,85,80,80,1,2015,4,15,10,4,65
1,21,61,97,2,1958,1,1,1,6,4.0,1976.0,20000,4,1,182.0,32,158,114,5,5,5,2,1.0,1,1,1,5,1,1,1,5,5,5,5,5,2,5,1,5,5,5,4,4,1,1.0,3.0,1,4,3,4,3,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,33800.0,2,2,1,2,2,1,0,0.0,3,1981.0,1957.0,1981.0,6.0,1.0,2.0,13800.0,1.0,5.0,1.0,1915,1,1,9,1916,1,1,9,2,1,5,2,20000.0,5,5,5,5,5,5,3,5,5,-8,-8,-8,1,4,60,80.0,-2,90,85.0,40,50,50,60,6,2015,3,9,7,2,57
1,5,11,27,2,1941,1,1,1,4,4.0,1956.0,24000,4,1,80.0,2,158,138,2,5,2,2,3.0,4,3,4,4,1,1,1,5,5,1,5,5,5,5,5,5,5,5,1,4,1,-1.0,-1.0,1,1,1,1,1,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,24000.0,1,1,1,2,2,1,1,0.0,7,1962.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1915,1,1,2,1915,1,1,15,3,2,4,4,48000.0,3,3,-8,-8,4,3,3,-8,-8,2,-8,-8,1,5,40,40.0,50,40,40.0,40,30,40,40,1,2015,3,9,7,2,74
2,2,4,11,2,1991,1,1,1,3,2.0,-1.0,0,1,0,350.0,4,165,150,5,5,4,1,1.0,1,1,1,5,3,1,1,4,3,5,4,4,4,3,5,5,3,4,5,3,1,1.0,5.0,2,4,6,5,7,5,1,2.0,11.0,1.0,4.0,1,1,2,2,3000.0,3,3,1,2,2,1,0,1.0,3,2011.0,1988.0,2011.0,3.0,1.0,1.0,-1.0,1.0,2.0,1.0,-2,1,1,-8,-2,1,1,2,3,2,4,2,-2.0,5,5,5,5,5,5,5,5,5,-8,-8,-8,3,5,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-2,4,2015,3,14,7,4,24
2,15,43,74,1,1963,1,1,1,3,4.0,1975.0,20000,1,0,260.0,14,170,120,4,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,4,5,5,5,3,2,2,3.0,3.0,1,4,4,3,4,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,100000.0,7,3,2,2,2,1,1,2.0,3,1985.0,1961.0,1985.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1933,1,1,2,1934,1,1,2,3,2,3,2,10000.0,5,5,5,5,5,4,3,4,4,-8,-8,-8,3,5,80,70.0,80,70,60.0,50,50,80,50,2,2015,3,13,7,3,52
2,15,41,72,2,1961,1,1,1,1,-1.0,-1.0,0,1,0,130.0,4,165,126,4,4,5,1,2.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,2,1,5.0,5.0,1,2,6,3,8,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,4,3,2,2,2,2,1,0.0,3,1985.0,1960.0,1985.0,6.0,1.0,1.0,7000.0,3.0,-1.0,-1.0,1932,1,1,2,-2,1,1,2,2,1,3,2,20000.0,4,3,2,3,4,3,2,4,4,-8,-8,4,2,5,100,100.0,80,100,80.0,80,70,100,100,1,2015,3,16,7,4,54
1,6,17,33,1,1965,1,1,1,4,4.0,-2.0,19200,1,0,70.0,258,170,140,3,4,4,5,1.0,2,2,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2.0,5.0,2,3,5,5,5,5,1,3.0,-2.0,2.0,3.0,1,1,2,2,-2.0,2,2,1,2,2,1,1,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1965,4,1,1,1964,4,1,-8,2,2,3,2,20000.0,4,3,3,4,4,3,3,4,4,3,4,4,4,3,50,60.0,70,70,80.0,80,70,80,80,5,2015,3,8,8,2,50
1,12,32,56,1,1973,1,1,3,12,4.0,1995.0,500000,1,0,65.0,4,173,130,5,5,3,5,1.0,2,2,4,4,4,4,1,4,4,4,4,3,3,4,2,4,4,1,4,5,2,4.0,2.0,6,3,6,6,7,8,1,8.0,18.0,2.0,4.0,1,1,1,2,700000.0,3,3,1,1,255,0,1,1.0,3,2003.0,1975.0,2003.0,12.0,4.0,5.0,200000.0,1.0,3.0,1.0,1939,12,4,1,1942,12,3,1,2,3,2,2,5000000.0,3,3,-8,-8,4,3,3,4,3,3,3,3,3,3,50,50.0,30,50,40.0,50,70,80,80,1,2015,3,16,7,4,42
1,21,62,98,2,1963,8,1,1,1,-1.0,-1.0,5000,1,0,350.0,8,150,96,2,2,2,1,2.0,1,1,1,4,1,1,2,5,5,5,5,3,3,5,5,5,5,5,3,3,1,2.0,3.0,2,2,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,2,-1,-1,20000.0,2,2,1,2,2,2,0,0.0,3,1983.0,1961.0,1983.0,4.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,20000.0,5,5,5,5,5,3,2,2,4,-8,5,5,1,2,100,100.0,100,100,100.0,100,100,100,100,5,2015,3,15,7,4,52
2,11,30,53,2,1967,1,1,1,4,4.0,1982.0,0,1,0,110.0,2,156,140,4,5,5,1,1.0,1,1,1,4,1,1,2,5,4,5,5,4,4,5,2,5,5,5,3,3,2,1.0,3.0,1,2,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,12000.0,5,2,1,2,2,2,0,0.0,3,1989.0,1966.0,1989.0,6.0,1.0,1.0,12000.0,1.0,5.0,1.0,1935,1,1,2,1937,1,1,2,2,2,4,2,10000.0,4,4,3,3,5,-8,3,4,2,3,3,3,1,3,70,70.0,-2,-2,60.0,80,80,80,80,4,2015,3,11,7,2,48
2,2,4,11,2,1967,1,1,1,1,-1.0,-1.0,2000,1,0,80.0,2,155,100,4,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,-1.0,-1.0,1,4,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,4000.0,2,1,1,2,2,1,1,0.0,3,1990.0,1960.0,1990.0,1.0,1.0,1.0,2000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,3,-2.0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,80,70.0,70,70,60.0,60,60,80,80,3,2015,3,15,7,4,48
1,4,7,22,2,1985,1,1,1,7,4.0,2008.0,0,1,0,74.0,2,159,90,5,4,2,2,1.0,1,4,2,4,5,5,1,3,3,5,5,3,3,2,5,5,5,1,2,3,1,7.0,5.0,1,1,1,5,5,2,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,30000.0,2,2,1,2,2,0,0,0.0,3,2010.0,1984.0,2010.0,12.0,1.0,2.0,30000.0,1.0,2.0,1.0,1957,5,1,1,1959,6,1,12,2,3,2,3,80000.0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,10.0,0,0,0.0,20,30,50,0,0,2015,3,14,9,4,30
1,31,87,130,1,1987,1,1,1,12,4.0,2010.0,20000,2,0,107.0,18,179,138,5,5,5,2,2.0,3,1,1,3,5,5,3,5,3,1,5,5,4,4,5,4,5,1,1,3,5,-1.0,-1.0,1,4,5,2,7,2,1,3.0,5.0,1.0,3.0,1,2,2,2,40000.0,4,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1963,1,1,5,1960,6,1,1,3,1,4,3,100000.0,2,1,2,1,3,4,2,5,4,4,4,4,1,2,50,50.0,80,80,50.0,80,80,70,80,4,2015,3,8,8,2,28
1,26,75,115,1,1970,1,1,4,7,2.0,-2.0,0,1,0,110.0,6,167,140,2,4,4,5,1.0,3,3,1,4,5,3,1,3,3,2,1,3,3,1,3,4,5,1,2,4,2,7.0,3.0,5,3,6,3,7,4,1,3.0,25.0,1.0,2.0,1,1,2,2,-3.0,4,3,1,1,2,0,1,1.0,3,2004.0,1980.0,2004.0,9.0,1.0,5.0,-3.0,1.0,3.0,1.0,-3,2,1,9,-3,1,1,15,2,1,4,2,-2.0,3,-8,-8,-8,4,3,3,5,-8,3,3,5,3,3,60,50.0,60,60,60.0,80,60,60,60,5,2015,4,17,10,4,45
2,9,23,45,1,1993,1,1,1,6,4.0,2012.0,40000,1,0,180.0,16,172,120,4,4,4,1,1.0,1,1,2,2,5,1,4,4,4,4,4,4,3,1,3,4,4,1,3,3,2,3.0,3.0,6,3,3,2,4,2,1,3.0,3.0,1.0,3.0,1,-8,2,2,140000.0,4,2,2,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1966,4,1,5,1969,3,1,5,2,1,3,2,100000.0,4,4,4,4,5,4,3,4,4,4,-8,5,3,3,100,90.0,90,60,70.0,70,90,100,70,3,2015,3,11,7,2,22
1,19,59,95,1,1978,1,1,1,11,4.0,2000.0,50000,1,0,72.0,2,170,130,5,5,5,2,1.0,2,2,2,2,5,5,2,4,4,4,4,4,3,4,4,4,4,1,4,2,3,1.0,2.0,4,3,5,4,-8,4,1,3.0,15.0,1.0,2.0,1,1,2,2,85000.0,3,3,1,1,2,1,0,1.0,3,2003.0,1979.0,2003.0,12.0,4.0,2.0,35000.0,1.0,3.0,1.0,1955,3,4,2,1956,4,1,2,2,2,4,3,80000.0,4,4,4,4,5,5,4,5,4,4,4,4,3,4,80,70.0,70,70,70.0,70,80,80,80,5,2015,3,17,7,4,37
2,13,36,67,2,1956,1,1,1,3,3.0,-1.0,10000,1,0,180.0,4,155,110,3,5,5,1,1.0,1,1,3,5,1,1,1,5,2,5,5,5,3,5,5,5,5,5,3,3,1,2.0,2.0,1,2,3,2,3,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,6,2,1,1,2,2,2,2.0,3,1979.0,1954.0,1979.0,3.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,3,20000.0,5,4,5,-8,5,-8,3,4,3,4,-8,4,2,5,90,80.0,80,85,70.0,80,80,90,80,5,2015,3,9,9,2,59
1,5,8,24,1,1955,1,1,1,4,4.0,-2.0,18000,1,0,70.0,2,178,135,4,4,4,2,2.0,2,2,2,5,1,1,2,5,5,2,5,2,1,5,2,4,5,5,4,4,3,2.0,2.0,5,4,4,4,4,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,36000.0,2,3,1,2,2,2,0,0.0,3,-2.0,1955.0,-2.0,4.0,1.0,2.0,18000.0,5.0,-1.0,-1.0,-2,3,1,2,-2,3,1,15,2,2,4,2,30000.0,5,3,3,3,5,5,3,5,3,-8,-8,-8,3,4,60,60.0,60,60,60.0,60,60,60,60,1,2015,3,16,8,4,60
1,31,89,134,1,1950,1,1,1,6,4.0,1973.0,20000,1,0,54.0,128,165,110,1,3,3,2,1.0,2,3,3,5,1,1,1,5,2,3,5,4,5,1,5,4,5,5,3,4,2,5.0,6.0,1,4,4,1,4,2,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,20000.0,2,1,1,2,2,1,1,0.0,3,1977.0,1954.0,1977.0,1.0,1.0,2.0,0.0,4.0,-1.0,-1.0,-2,3,4,1,-2,1,1,15,3,1,2,3,30000.0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,60,60.0,70,60,50.0,50,40,50,50,1,2015,3,9,8,2,65
1,19,57,91,1,1945,1,0,1,12,4.0,-2.0,120000,4,1,100.0,2,173,142,4,5,4,5,3.0,2,2,4,2,5,2,3,3,2,4,4,4,2,2,3,5,5,1,2,5,4,6.0,2.0,3,3,7,4,10,3,1,3.0,30.0,1.0,1.0,1,1,1,1,250000.0,5,3,1,1,4,0,1,1.0,3,2013.0,1985.0,2013.0,10.0,1.0,5.0,0.0,5.0,-1.0,-1.0,-2,-8,4,3,-2,1,1,2,2,1,3,2,200000.0,4,5,4,4,5,5,4,5,4,3,4,4,3,3,80,60.0,50,70,60.0,60,60,70,70,5,2015,3,10,7,2,70
1,15,43,74,1,1970,1,1,1,7,4.0,2005.0,70000,4,1,92.0,2,170,124,3,4,3,2,2.0,4,3,3,5,3,4,1,3,3,3,3,4,2,3,4,5,5,2,3,3,3,5.0,2.0,2,2,6,4,7,6,1,3.0,25.0,1.0,2.0,1,1,2,2,100000.0,3,2,1,2,2,0,1,0.0,3,1996.0,1974.0,1996.0,9.0,1.0,2.0,30000.0,1.0,3.0,1.0,1941,4,4,1,1947,3,1,3,2,2,4,2,10000.0,3,3,3,2,4,3,2,4,2,3,-8,3,2,2,80,60.0,50,50,40.0,50,40,60,60,0,2015,3,18,7,5,45
2,17,50,83,2,1961,1,1,1,1,-1.0,-1.0,0,1,0,300.0,4,157,110,2,3,3,1,1.0,1,1,3,4,1,1,1,5,4,5,5,3,4,3,-8,-8,5,-8,3,3,3,1.0,2.0,1,2,5,1,5,1,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,20000.0,2,3,1,2,2,1,1,0.0,3,1985.0,1958.0,1985.0,3.0,4.0,1.0,20000.0,1.0,3.0,1.0,-2,-8,1,2,-2,1,1,2,2,1,4,2,30000.0,4,2,4,2,3,2,2,-8,3,-8,-8,-8,1,5,100,100.0,100,100,100.0,100,100,100,100,6,2015,3,10,7,2,54
1,15,39,70,1,1950,1,1,1,1,-1.0,-1.0,800,1,0,230.0,2,158,108,3,3,3,1,1.0,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2.0,2.0,2,4,4,4,4,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,800.0,1,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,3,3,10000.0,5,5,5,5,5,5,4,5,5,5,5,4,4,5,60,70.0,70,60,70.0,60,70,60,60,1,2015,3,13,7,3,65
1,19,57,93,2,1940,1,1,1,3,4.0,1952.0,36000,1,0,70.0,2,150,95,2,4,3,5,1.0,5,1,2,2,1,1,3,4,4,1,5,4,4,4,2,5,5,5,2,4,1,6.0,5.0,1,4,5,3,5,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,36000.0,2,4,1,2,2,1,1,0.0,7,1968.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,2,2,4,3,50000.0,2,2,-8,-8,4,4,2,-8,2,2,2,2,1,2,70,70.0,70,70,70.0,70,70,70,70,6,2015,3,13,7,3,75
1,12,34,63,2,1945,1,1,1,1,-1.0,-1.0,12000,1,0,70.0,8,150,100,3,4,4,2,3.0,2,2,3,4,2,1,2,4,4,3,3,4,3,4,4,3,3,5,4,4,3,1.0,1.0,2,4,6,4,7,4,4,-1.0,-1.0,-1.0,-1.0,1,1,1,1,-2.0,5,3,2,2,12,3,0,0.0,3,1960.0,1933.0,1960.0,4.0,1.0,2.0,12000.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,4,2,-2.0,4,4,3,4,4,4,3,4,3,3,3,3,3,5,60,60.0,70,60,50.0,50,30,50,50,6,2015,3,16,8,4,70
1,1,1,6,2,1977,1,1,1,11,4.0,-2.0,60000,1,0,86.7,16,162,130,3,5,4,2,3.0,5,4,3,4,5,4,3,4,3,2,4,4,4,4,3,4,5,1,4,4,4,4.0,4.0,5,2,6,5,7,4,1,3.0,18.0,1.0,2.0,1,1,1,1,180000.0,5,3,2,1,4,1,0,1.0,3,2003.0,1977.0,2003.0,11.0,1.0,2.0,60000.0,1.0,3.0,1.0,1949,4,1,2,1952,4,1,2,2,2,3,2,100000.0,4,-8,4,-8,4,4,-8,4,5,-8,-8,4,-8,4,80,60.0,50,60,70.0,70,60,70,80,2,2015,3,9,8,2,38
1,18,55,89,2,1953,1,1,1,6,4.0,1973.0,960,1,0,200.0,2,160,112,4,4,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,2,1,-1.0,-1.0,1,3,4,5,6,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,36980.0,5,2,1,2,2,1,1,0.0,3,1976.0,1951.0,1976.0,10.0,1.0,2.0,36000.0,5.0,-1.0,-1.0,-2,1,1,2,1925,1,1,2,2,2,4,3,20000.0,4,4,4,4,4,5,3,3,2,2,2,2,1,4,70,80.0,70,70,70.0,70,80,90,80,5,2015,3,9,7,2,62
2,21,64,102,1,1968,1,1,1,3,4.0,1981.0,30000,1,0,360.0,2,170,120,4,4,4,1,1.0,2,2,3,4,1,1,1,5,3,3,4,3,3,2,3,5,5,5,3,3,2,2.0,3.0,3,2,5,4,6,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,0.0,3,3,2,2,2,1,1,1.0,3,1990.0,1969.0,1990.0,3.0,1.0,1.0,0.0,5.0,-1.0,-1.0,1940,1,1,2,1942,1,1,2,2,2,4,2,60000.0,4,3,3,3,4,3,2,4,2,2,-8,-8,1,5,80,60.0,50,60,60.0,70,60,60,60,1,2015,3,9,7,2,47
2,18,55,89,1,1989,1,1,1,4,4.0,-2.0,20000,1,0,80.0,18,160,100,4,4,4,1,1.0,3,3,3,4,5,2,1,4,4,3,4,3,3,2,3,4,5,1,4,4,4,3.0,3.0,1,4,5,5,6,4,1,2.0,8.0,1.0,4.0,1,1,2,2,30000.0,6,3,1,1,2,1,0,1.0,3,2013.0,1994.0,2013.0,4.0,1.0,1.0,10000.0,1.0,2.0,2.0,1950,4,1,3,1965,6,1,2,2,1,3,2,100000.0,4,3,4,3,4,4,1,4,4,4,4,4,1,5,40,40.0,80,80,40.0,60,60,30,70,4,2015,3,13,7,3,26
2,4,7,22,1,1987,1,1,3,4,2.0,2001.0,30000,1,0,42.0,256,175,127,4,5,4,1,3.0,4,2,1,4,5,4,1,4,3,1,5,2,3,3,2,5,4,1,3,2,2,2.0,3.0,6,4,3,1,5,3,1,3.0,4.0,1.0,3.0,1,2,2,2,50000.0,2,2,0,1,2,2,0,2.0,3,2007.0,1988.0,2007.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1965,6,1,8,1963,3,1,2,3,2,4,2,50000.0,4,3,3,2,4,4,2,3,2,5,4,5,1,3,60,30.0,10,70,50.0,60,70,30,40,6,2015,3,19,8,5,28
1,1,1,7,2,1960,1,1,1,6,4.0,-2.0,40000,1,0,50.0,2,165,130,3,3,3,1,2.0,2,1,2,4,4,3,2,4,4,4,4,3,4,4,3,4,4,2,3,4,4,3.0,5.0,2,4,5,5,5,4,5,-1.0,-1.0,-1.0,-1.0,1,1,-1,-1,400000.0,1,3,1,2,4,0,1,1.0,7,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-8,1,1,-2,3,1,1,2,2,4,3,60000.0,4,4,4,4,4,4,4,4,3,3,3,3,5,3,80,80.0,80,80,70.0,75,70,80,70,6,2015,3,16,9,4,55
1,18,53,87,1,1977,1,1,1,4,4.0,-2.0,20000,1,0,496.0,2,167,150,4,4,3,2,2.0,1,2,1,4,4,5,2,5,4,5,5,3,3,5,3,5,5,1,2,3,1,3.0,3.0,1,2,4,4,6,3,1,3.0,2.0,1.0,3.0,1,2,2,2,20000.0,4,3,1,2,2,1,1,1.0,6,1995.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,4,1,16,1945,4,1,2,2,2,4,2,50000.0,4,2,3,3,4,3,3,5,2,2,3,3,1,4,60,60.0,60,60,70.0,60,70,65,65,3,2015,3,10,7,2,38
1,19,57,91,2,1992,1,1,1,12,1.0,2014.0,50000,2,0,50.0,16,158,80,5,5,4,5,2.0,2,3,1,5,5,4,2,2,2,3,4,4,2,2,2,5,5,1,3,4,5,2.0,2.0,2,4,5,7,8,7,1,8.0,1.0,1.0,3.0,1,1,1,2,100000.0,3,3,1,2,2,0,1,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1962,4,1,9,1962,4,1,15,2,2,3,2,-2.0,3,3,3,3,5,5,4,3,3,3,-8,3,4,4,80,80.0,60,80,80.0,80,80,60,80,3,2015,3,10,7,2,23
1,27,79,119,1,1969,1,1,1,4,4.0,1986.0,20000,1,0,31.0,2,172,180,3,4,4,2,2.0,2,2,2,3,4,2,2,4,4,4,5,3,3,3,3,4,5,1,2,3,2,3.0,3.0,1,2,2,2,3,2,1,2.0,10.0,1.0,4.0,2,2,2,2,30000.0,3,2,2,2,2,0,1,0.0,3,1992.0,1972.0,1992.0,4.0,1.0,2.0,0.0,5.0,-1.0,-1.0,1948,3,1,1,1952,3,1,15,3,2,4,3,50000.0,4,4,4,4,4,4,4,3,3,3,2,2,2,4,80,70.0,80,70,80.0,80,70,80,70,3,2015,3,11,7,2,46
1,12,32,60,2,1925,1,1,1,1,-1.0,-1.0,0,1,0,40.0,2,155,90,2,3,3,4,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6.0,7.0,1,4,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,6000.0,1,1,1,2,2,5,0,0.0,7,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,3,2,-2.0,4,3,3,3,5,5,3,3,3,3,3,3,3,3,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-2,3,2015,3,17,7,4,90
1,4,7,21,2,1968,1,1,1,10,4.0,1991.0,80000,4,1,65.0,16,160,125,3,5,5,2,1.0,2,1,1,5,5,1,1,4,1,4,5,5,4,2,1,5,4,1,1,4,3,-1.0,-1.0,5,3,5,5,5,5,1,3.0,26.0,1.0,2.0,1,1,2,2,-3.0,5,3,1,2,2,0,1,1.0,3,1991.0,1965.0,1991.0,12.0,4.0,2.0,-3.0,1.0,3.0,1.0,1933,3,1,1,1938,3,1,1,3,2,3,3,120000.0,4,3,-8,-8,4,3,3,3,-8,3,-8,-8,1,3,70,50.0,30,30,50.0,60,50,50,50,4,2015,3,18,9,5,47
1,11,29,52,2,1983,1,1,1,4,4.0,-3.0,0,1,0,90.0,4,168,116,5,5,5,5,4.0,1,1,1,4,4,1,1,4,3,2,5,3,3,5,3,5,5,1,4,3,3,1.0,3.0,3,2,6,5,7,5,1,3.0,1.0,1.0,2.0,2,2,2,2,-3.0,4,4,2,1,2,1,1,2.0,3,-3.0,1980.0,-3.0,6.0,1.0,5.0,-3.0,1.0,3.0,1.0,1950,1,1,1,1952,1,1,15,1,1,4,2,14000.0,4,4,-8,-8,4,3,3,3,3,3,3,3,3,4,90,90.0,80,80,85.0,90,90,82,90,2,2015,3,10,7,2,32
2,5,8,24,1,1977,1,1,1,4,4.0,1994.0,30000,1,0,115.0,4,159,108,3,3,3,1,1.0,3,3,3,3,3,1,1,4,4,3,5,5,5,5,5,4,3,3,1,3,1,-1.0,-1.0,2,4,3,3,3,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,60000.0,3,3,1,1,2,1,0,0.0,3,1999.0,1971.0,1999.0,6.0,4.0,1.0,30000.0,4.0,-1.0,-1.0,1935,3,1,2,1935,3,1,2,3,3,3,2,40000.0,3,3,3,3,4,4,3,3,3,3,3,3,3,4,60,60.0,70,60,70.0,60,60,60,60,3,2015,3,10,8,2,38
1,1,1,2,1,1963,1,1,1,13,4.0,1983.0,0,1,0,100.0,6,174,140,4,4,4,8,4.0,3,3,3,3,5,5,3,4,3,3,3,3,3,3,3,3,3,1,1,5,4,-1.0,-1.0,6,2,6,4,7,6,1,3.0,30.0,1.0,2.0,1,1,2,2,-3.0,5,4,2,2,2,1,1,2.0,3,2006.0,1981.0,2006.0,13.0,1.0,2.0,-3.0,1.0,3.0,1.0,-2,12,1,1,-2,12,1,1,2,2,3,2,-3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-3,-3.0,-3,-3,-3.0,-3,-3,-3,-3,1,2015,3,9,9,2,52
1,11,29,52,2,1938,1,1,1,3,4.0,1949.0,24000,1,0,95.0,4,160,130,4,4,4,2,1.0,4,4,3,5,1,1,1,5,2,2,5,4,4,2,1,5,4,5,4,3,3,2.0,2.0,1,2,5,4,6,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,48000.0,2,3,1,2,2,1,3,0.0,3,1956.0,1936.0,1956.0,3.0,1.0,2.0,36000.0,5.0,-1.0,-1.0,-2,1,1,5,-2,1,1,-8,2,2,2,2,-2.0,3,3,3,3,4,3,3,3,2,2,-8,-8,1,4,80,70.0,60,70,80.0,70,70,80,90,0,2015,3,10,7,2,77
1,27,79,119,1,1945,1,1,1,3,4.0,-2.0,0,1,0,94.0,8,175,140,2,3,4,1,2.0,1,1,2,5,1,1,1,5,5,4,5,4,4,5,5,5,5,5,2,4,1,7.0,1.0,1,2,4,5,4,2,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,30000.0,5,2,1,2,2,1,0,0.0,3,1975.0,1949.0,1975.0,4.0,1.0,5.0,10000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,20000.0,4,3,3,3,4,4,4,4,3,3,-8,4,2,4,30,20.0,10,40,0.0,40,40,40,10,5,2015,3,10,7,2,70
